idx,seconds,feat__type,hog__block_norm,hog__cells_per_block,hog__orientations,hog__pixels_per_cell,pca__n_components,svm__C,mean_accuracy,fold_scores,fold_mean,fold_std,sift__contrastThreshold,sift__edgeThreshold,sift__n_features,sift__sigma
447,179.8892080783844,sift,,,,,128,4.0,0.7362242453282224,"[0.7355055103018687, 0.736942980354576]",0.7362242453282224,0.0007187350263536119,0.08,15.0,600.0,1.2
448,185.57278609275818,sift,,,,,128,0.002,0.700227599425012,"[0.6988500239578342, 0.7016051748921898]",0.700227599425012,0.0013775754671777607,0.08,15.0,600.0,1.6
449,186.39733505249023,sift,,,,,128,0.25,0.7033421178725443,"[0.7029228557738381, 0.7037613799712505]",0.7033421178725443,0.0004192620987062412,0.08,15.0,600.0,1.6
450,2663.397927045822,sift,,,,,128,1.0,0.7033421178725443,"[0.7029228557738381, 0.7037613799712505]",0.7033421178725443,0.0004192620987062412,0.08,15.0,600.0,1.6
451,187.03576397895813,sift,,,,,128,4.0,0.7033421178725443,"[0.7029228557738381, 0.7037613799712505]",0.7033421178725443,0.0004192620987062412,0.08,15.0,600.0,1.6
452,191.278666973114,sift,,,,,128,0.002,0.6918423574508865,"[0.6909439386679445, 0.6927407762338285]",0.6918423574508865,0.000898418782942001,0.08,15.0,600.0,1.8
453,189.9762077331543,sift,,,,,128,0.25,0.6956756109247724,"[0.6938188787733589, 0.697532343076186]",0.6956756109247724,0.0018567321514135204,0.08,15.0,600.0,1.8
454,193.35191106796265,sift,,,,,128,1.0,0.6956756109247724,"[0.6938188787733589, 0.697532343076186]",0.6956756109247724,0.0018567321514135204,0.08,15.0,600.0,1.8
455,197.668518781662,sift,,,,,128,4.0,0.6956756109247724,"[0.6938188787733589, 0.697532343076186]",0.6956756109247724,0.0018567321514135204,0.08,15.0,600.0,1.8
456,185.42252802848816,sift,,,,,128,0.002,0.7328102539530427,"[0.731312889314806, 0.7343076185912794]",0.7328102539530427,0.0014973646382366868,0.08,15.0,1000.0,1.2
457,183.61215996742249,sift,,,,,128,0.25,0.7362242453282224,"[0.7355055103018687, 0.736942980354576]",0.7362242453282224,0.0007187350263536119,0.08,15.0,1000.0,1.2
458,182.11053204536438,sift,,,,,128,1.0,0.7362242453282224,"[0.7355055103018687, 0.736942980354576]",0.7362242453282224,0.0007187350263536119,0.08,15.0,1000.0,1.2
459,184.566575050354,sift,,,,,128,4.0,0.7362242453282224,"[0.7355055103018687, 0.736942980354576]",0.7362242453282224,0.0007187350263536119,0.08,15.0,1000.0,1.2
460,189.58374190330505,sift,,,,,128,0.002,0.700227599425012,"[0.6988500239578342, 0.7016051748921898]",0.700227599425012,0.0013775754671777607,0.08,15.0,1000.0,1.6
461,188.30866193771362,sift,,,,,128,0.25,0.7033421178725443,"[0.7029228557738381, 0.7037613799712505]",0.7033421178725443,0.0004192620987062412,0.08,15.0,1000.0,1.6
462,187.596538066864,sift,,,,,128,1.0,0.7033421178725443,"[0.7029228557738381, 0.7037613799712505]",0.7033421178725443,0.0004192620987062412,0.08,15.0,1000.0,1.6
463,188.25033617019653,sift,,,,,128,4.0,0.7033421178725443,"[0.7029228557738381, 0.7037613799712505]",0.7033421178725443,0.0004192620987062412,0.08,15.0,1000.0,1.6
464,192.30018305778503,sift,,,,,128,0.002,0.6918423574508865,"[0.6909439386679445, 0.6927407762338285]",0.6918423574508865,0.000898418782942001,0.08,15.0,1000.0,1.8
465,193.04323506355286,sift,,,,,128,0.25,0.6956756109247724,"[0.6938188787733589, 0.697532343076186]",0.6956756109247724,0.0018567321514135204,0.08,15.0,1000.0,1.8
466,191.3548023700714,sift,,,,,128,1.0,0.6956756109247724,"[0.6938188787733589, 0.697532343076186]",0.6956756109247724,0.0018567321514135204,0.08,15.0,1000.0,1.8
467,191.0178689956665,sift,,,,,128,4.0,0.6956756109247724,"[0.6938188787733589, 0.697532343076186]",0.6956756109247724,0.0018567321514135204,0.08,15.0,1000.0,1.8
468,195.90522599220276,sift,,,,,256,0.002,0.7339482510781026,"[0.7363440344992813, 0.7315524676569238]",0.7339482510781026,0.002395783421178743,0.02,5.0,0.0,1.2
469,197.6680507659912,sift,,,,,256,0.25,0.7384403449928126,"[0.7399377096310493, 0.736942980354576]",0.7384403449928126,0.0014973646382366868,0.02,5.0,0.0,1.2
470,197.8816101551056,sift,,,,,256,1.0,0.7382606612362242,"[0.7398179204599904, 0.7367034020124581]",0.7382606612362242,0.0015572592237661498,0.02,5.0,0.0,1.2
471,198.79909133911133,sift,,,,,256,4.0,0.7382007666506948,"[0.7398179204599904, 0.7365836128413992]",0.7382007666506948,0.0016171538092956128,0.02,5.0,0.0,1.2
472,199.85309219360352,sift,,,,,256,0.002,0.7287374221370388,"[0.7319118351701006, 0.725563009103977]",0.7287374221370388,0.003174413033061818,0.02,5.0,0.0,1.6
473,203.61790704727173,sift,,,,,256,0.25,0.7296957355055103,"[0.7304743651173934, 0.7289171058936272]",0.7296957355055103,0.0007786296118830749,0.02,5.0,0.0,1.6
474,205.28668999671936,sift,,,,,256,1.0,0.7297556300910397,"[0.7303545759463345, 0.7291566842357451]",0.7297556300910397,0.0005989458552946858,0.02,5.0,0.0,1.6
475,201.59872364997864,sift,,,,,256,4.0,0.7299353138476281,"[0.7305941542884523, 0.729276473406804]",0.7299353138476281,0.0006588404408241488,0.02,5.0,0.0,1.6
476,200.45768404006958,sift,,,,,256,0.002,0.7274197412553904,"[0.7241255390512698, 0.7307139434595112]",0.7274197412553904,0.003294202204120744,0.02,5.0,0.0,1.8
477,201.91877913475037,sift,,,,,256,0.25,0.727359846669861,"[0.7224484906564447, 0.7322712026832774]",0.727359846669861,0.004911356013416357,0.02,5.0,0.0,1.8
478,201.06686782836914,sift,,,,,256,1.0,0.7270603737422137,"[0.7220891231432679, 0.7320316243411595]",0.7270603737422137,0.00497125059894582,0.02,5.0,0.0,1.8
479,199.8965449333191,sift,,,,,256,4.0,0.7269405845711547,"[0.7220891231432679, 0.7317920459990417]",0.7269405845711547,0.004851461427886894,0.02,5.0,0.0,1.8
480,199.12785005569458,sift,,,,,256,0.002,0.7339482510781026,"[0.7363440344992813, 0.7315524676569238]",0.7339482510781026,0.002395783421178743,0.02,5.0,600.0,1.2
481,202.53225588798523,sift,,,,,256,0.25,0.7384403449928126,"[0.7399377096310493, 0.736942980354576]",0.7384403449928126,0.0014973646382366868,0.02,5.0,600.0,1.2
482,202.48395204544067,sift,,,,,256,1.0,0.7382606612362242,"[0.7398179204599904, 0.7367034020124581]",0.7382606612362242,0.0015572592237661498,0.02,5.0,600.0,1.2
483,201.80247688293457,sift,,,,,256,4.0,0.7382007666506948,"[0.7398179204599904, 0.7365836128413992]",0.7382007666506948,0.0016171538092956128,0.02,5.0,600.0,1.2
484,200.5224997997284,sift,,,,,256,0.002,0.7287374221370388,"[0.7319118351701006, 0.725563009103977]",0.7287374221370388,0.003174413033061818,0.02,5.0,600.0,1.6
485,202.45096898078918,sift,,,,,256,0.25,0.7296957355055103,"[0.7304743651173934, 0.7289171058936272]",0.7296957355055103,0.0007786296118830749,0.02,5.0,600.0,1.6
486,203.14672207832336,sift,,,,,256,1.0,0.7297556300910397,"[0.7303545759463345, 0.7291566842357451]",0.7297556300910397,0.0005989458552946858,0.02,5.0,600.0,1.6
487,199.97843623161316,sift,,,,,256,4.0,0.7299353138476281,"[0.7305941542884523, 0.729276473406804]",0.7299353138476281,0.0006588404408241488,0.02,5.0,600.0,1.6
488,197.06212401390076,sift,,,,,256,0.002,0.7274197412553904,"[0.7241255390512698, 0.7307139434595112]",0.7274197412553904,0.003294202204120744,0.02,5.0,600.0,1.8
489,200.30975198745728,sift,,,,,256,0.25,0.727359846669861,"[0.7224484906564447, 0.7322712026832774]",0.727359846669861,0.004911356013416357,0.02,5.0,600.0,1.8
490,202.5856213569641,sift,,,,,256,1.0,0.7270603737422137,"[0.7220891231432679, 0.7320316243411595]",0.7270603737422137,0.00497125059894582,0.02,5.0,600.0,1.8
491,200.517728805542,sift,,,,,256,4.0,0.7269405845711547,"[0.7220891231432679, 0.7317920459990417]",0.7269405845711547,0.004851461427886894,0.02,5.0,600.0,1.8
492,16007.47662782669,sift,,,,,256,0.002,0.7339482510781026,"[0.7363440344992813, 0.7315524676569238]",0.7339482510781026,0.002395783421178743,0.02,5.0,1000.0,1.2
493,19963.904475927353,sift,,,,,256,0.25,0.7384403449928126,"[0.7399377096310493, 0.736942980354576]",0.7384403449928126,0.0014973646382366868,0.02,5.0,1000.0,1.2
494,7101.867621183395,sift,,,,,256,1.0,0.7382606612362242,"[0.7398179204599904, 0.7367034020124581]",0.7382606612362242,0.0015572592237661498,0.02,5.0,1000.0,1.2
495,454.13587284088135,sift,,,,,256,4.0,0.7382007666506948,"[0.7398179204599904, 0.7365836128413992]",0.7382007666506948,0.0016171538092956128,0.02,5.0,1000.0,1.2
496,199.61187481880188,sift,,,,,256,0.002,0.7287374221370388,"[0.7319118351701006, 0.725563009103977]",0.7287374221370388,0.003174413033061818,0.02,5.0,1000.0,1.6
497,198.98454189300537,sift,,,,,256,0.25,0.7296957355055103,"[0.7304743651173934, 0.7289171058936272]",0.7296957355055103,0.0007786296118830749,0.02,5.0,1000.0,1.6
498,203.01274394989014,sift,,,,,256,1.0,0.7297556300910397,"[0.7303545759463345, 0.7291566842357451]",0.7297556300910397,0.0005989458552946858,0.02,5.0,1000.0,1.6
499,211.2313687801361,sift,,,,,256,4.0,0.7299353138476281,"[0.7305941542884523, 0.729276473406804]",0.7299353138476281,0.0006588404408241488,0.02,5.0,1000.0,1.6
500,213.0597279071808,sift,,,,,256,0.002,0.7274197412553904,"[0.7241255390512698, 0.7307139434595112]",0.7274197412553904,0.003294202204120744,0.02,5.0,1000.0,1.8
501,218.33361411094666,sift,,,,,256,0.25,0.727359846669861,"[0.7224484906564447, 0.7322712026832774]",0.727359846669861,0.004911356013416357,0.02,5.0,1000.0,1.8
502,222.36122393608093,sift,,,,,256,1.0,0.7270603737422137,"[0.7220891231432679, 0.7320316243411595]",0.7270603737422137,0.00497125059894582,0.02,5.0,1000.0,1.8
503,225.69948601722717,sift,,,,,256,4.0,0.7269405845711547,"[0.7220891231432679, 0.7317920459990417]",0.7269405845711547,0.004851461427886894,0.02,5.0,1000.0,1.8
504,227.74828696250916,sift,,,,,256,0.002,0.7592836607570677,"[0.7573071394345952, 0.76126018207954]",0.7592836607570677,0.0019765213224724465,0.02,10.0,0.0,1.2
505,229.52972292900085,sift,,,,,256,0.25,0.7649736463823671,"[0.7635361763296598, 0.7664111164350743]",0.7649736463823671,0.0014374700527072792,0.02,10.0,0.0,1.2
506,784.0965950489044,sift,,,,,256,1.0,0.7653330138955439,"[0.7643747005270723, 0.7662913272640154]",0.7653330138955439,0.0009583133684715195,0.02,10.0,0.0,1.2
507,1009.0914621353149,sift,,,,,256,4.0,0.7653929084810733,"[0.7644944896981313, 0.7662913272640154]",0.7653929084810733,0.0008984187829420565,0.02,10.0,0.0,1.2
508,209.15387392044067,sift,,,,,256,0.002,0.7532942022041207,"[0.7552707235265932, 0.7513176808816483]",0.7532942022041207,0.0019765213224724465,0.02,10.0,0.0,1.6
509,209.9022240638733,sift,,,,,256,0.25,0.7617393387637758,"[0.7614997604216579, 0.7619789171058936]",0.7617393387637758,0.00023957834211785212,0.02,10.0,0.0,1.6
510,210.93174815177917,sift,,,,,256,1.0,0.7616794441782463,"[0.7618591279348347, 0.7614997604216579]",0.7616794441782463,0.0001796837565883891,0.02,10.0,0.0,1.6
511,211.91446924209595,sift,,,,,256,4.0,0.7616195495927168,"[0.7616195495927168, 0.7616195495927168]",0.7616195495927168,0.0,0.02,10.0,0.0,1.6
512,207.3222210407257,sift,,,,,256,0.002,0.7516171538092956,"[0.7529947292764734, 0.7502395783421179]",0.7516171538092956,0.0013775754671777607,0.02,10.0,0.0,1.8
513,204.1093680858612,sift,,,,,256,0.25,0.7560493531384762,"[0.7550311451844753, 0.7570675610924772]",0.7560493531384762,0.001018207954000927,0.02,10.0,0.0,1.8
514,208.38233590126038,sift,,,,,256,1.0,0.7556899856252994,"[0.7545519885002395, 0.7568279827503593]",0.7556899856252994,0.0011379971250599086,0.02,10.0,0.0,1.8
515,208.70611691474915,sift,,,,,256,4.0,0.7558696693818878,"[0.7546717776712986, 0.7570675610924772]",0.7558696693818878,0.001197891710589316,0.02,10.0,0.0,1.8
516,198.90788793563843,sift,,,,,256,0.002,0.7592836607570677,"[0.7573071394345952, 0.76126018207954]",0.7592836607570677,0.0019765213224724465,0.02,10.0,600.0,1.2
517,200.47427415847778,sift,,,,,256,0.25,0.7649736463823671,"[0.7635361763296598, 0.7664111164350743]",0.7649736463823671,0.0014374700527072792,0.02,10.0,600.0,1.2
518,204.88705396652222,sift,,,,,256,1.0,0.7653330138955439,"[0.7643747005270723, 0.7662913272640154]",0.7653330138955439,0.0009583133684715195,0.02,10.0,600.0,1.2
519,201.5401029586792,sift,,,,,256,4.0,0.7653929084810733,"[0.7644944896981313, 0.7662913272640154]",0.7653929084810733,0.0008984187829420565,0.02,10.0,600.0,1.2
520,200.19084310531616,sift,,,,,256,0.002,0.7532942022041207,"[0.7552707235265932, 0.7513176808816483]",0.7532942022041207,0.0019765213224724465,0.02,10.0,600.0,1.6
521,1786.4959349632263,sift,,,,,256,0.25,0.7617393387637758,"[0.7614997604216579, 0.7619789171058936]",0.7617393387637758,0.00023957834211785212,0.02,10.0,600.0,1.6
522,207.9921751022339,sift,,,,,256,1.0,0.7616794441782463,"[0.7618591279348347, 0.7614997604216579]",0.7616794441782463,0.0001796837565883891,0.02,10.0,600.0,1.6
523,208.18174624443054,sift,,,,,256,4.0,0.7616195495927168,"[0.7616195495927168, 0.7616195495927168]",0.7616195495927168,0.0,0.02,10.0,600.0,1.6
524,208.49171614646912,sift,,,,,256,0.002,0.7516171538092956,"[0.7529947292764734, 0.7502395783421179]",0.7516171538092956,0.0013775754671777607,0.02,10.0,600.0,1.8
525,1623.9761748313904,sift,,,,,256,0.25,0.7560493531384762,"[0.7550311451844753, 0.7570675610924772]",0.7560493531384762,0.001018207954000927,0.02,10.0,600.0,1.8
526,2657.3848497867584,sift,,,,,256,1.0,0.7556899856252994,"[0.7545519885002395, 0.7568279827503593]",0.7556899856252994,0.0011379971250599086,0.02,10.0,600.0,1.8
527,1564.9767470359802,sift,,,,,256,4.0,0.7558696693818878,"[0.7546717776712986, 0.7570675610924772]",0.7558696693818878,0.001197891710589316,0.02,10.0,600.0,1.8
528,198.83128309249878,sift,,,,,256,0.002,0.7592836607570677,"[0.7573071394345952, 0.76126018207954]",0.7592836607570677,0.0019765213224724465,0.02,10.0,1000.0,1.2
529,201.2264850139618,sift,,,,,256,0.25,0.7649736463823671,"[0.7635361763296598, 0.7664111164350743]",0.7649736463823671,0.0014374700527072792,0.02,10.0,1000.0,1.2
530,202.39608502388,sift,,,,,256,1.0,0.7653330138955439,"[0.7643747005270723, 0.7662913272640154]",0.7653330138955439,0.0009583133684715195,0.02,10.0,1000.0,1.2
531,202.82065796852112,sift,,,,,256,4.0,0.7653929084810733,"[0.7644944896981313, 0.7662913272640154]",0.7653929084810733,0.0008984187829420565,0.02,10.0,1000.0,1.2
532,203.32090282440186,sift,,,,,256,0.002,0.7532942022041207,"[0.7552707235265932, 0.7513176808816483]",0.7532942022041207,0.0019765213224724465,0.02,10.0,1000.0,1.6
533,249.2381558418274,sift,,,,,256,0.25,0.7617393387637758,"[0.7614997604216579, 0.7619789171058936]",0.7617393387637758,0.00023957834211785212,0.02,10.0,1000.0,1.6
534,289.3993031978607,sift,,,,,256,1.0,0.7616794441782463,"[0.7618591279348347, 0.7614997604216579]",0.7616794441782463,0.0001796837565883891,0.02,10.0,1000.0,1.6
535,301.6519019603729,sift,,,,,256,4.0,0.7616195495927168,"[0.7616195495927168, 0.7616195495927168]",0.7616195495927168,0.0,0.02,10.0,1000.0,1.6
536,306.583153963089,sift,,,,,256,0.002,0.7516171538092956,"[0.7529947292764734, 0.7502395783421179]",0.7516171538092956,0.0013775754671777607,0.02,10.0,1000.0,1.8
537,205.17034697532654,sift,,,,,256,0.25,0.7560493531384762,"[0.7550311451844753, 0.7570675610924772]",0.7560493531384762,0.001018207954000927,0.02,10.0,1000.0,1.8
538,210.45004105567932,sift,,,,,256,1.0,0.7556899856252994,"[0.7545519885002395, 0.7568279827503593]",0.7556899856252994,0.0011379971250599086,0.02,10.0,1000.0,1.8
539,205.61981010437012,sift,,,,,256,4.0,0.7558696693818878,"[0.7546717776712986, 0.7570675610924772]",0.7558696693818878,0.001197891710589316,0.02,10.0,1000.0,1.8
540,207.2325520515442,sift,,,,,256,0.002,0.7638955438428365,"[0.7642549113560134, 0.7635361763296598]",0.7638955438428365,0.0003593675131768337,0.02,15.0,0.0,1.2
541,211.04743599891663,sift,,,,,256,0.25,0.7710828941063728,"[0.7701245807379012, 0.7720412074748443]",0.7710828941063728,0.0009583133684715195,0.02,15.0,0.0,1.2
542,208.82391715049744,sift,,,,,256,1.0,0.7708433157642549,"[0.7696454240536655, 0.7720412074748443]",0.7708433157642549,0.0011978917105893716,0.02,15.0,0.0,1.2
543,209.12524795532227,sift,,,,,256,4.0,0.7703042644944897,"[0.7695256348826066, 0.7710828941063728]",0.7703042644944897,0.0007786296118830749,0.02,15.0,0.0,1.2
544,210.65717005729675,sift,,,,,256,0.002,0.7550910397700048,"[0.75563009103977, 0.7545519885002395]",0.7550910397700048,0.0005390512697652228,0.02,15.0,0.0,1.6
545,212.67129397392273,sift,,,,,256,0.25,0.763176808816483,"[0.7624580737901294, 0.7638955438428366]",0.763176808816483,0.0007187350263536119,0.02,15.0,0.0,1.6
546,214.87597012519836,sift,,,,,256,1.0,0.7626976521322473,"[0.7620987062769525, 0.7632965979875419]",0.7626976521322473,0.0005989458552946858,0.02,15.0,0.0,1.6
547,210.694965839386,sift,,,,,256,4.0,0.7628773358888357,"[0.7622184954480115, 0.7635361763296598]",0.7628773358888357,0.0006588404408241488,0.02,15.0,0.0,1.6
548,210.731351852417,sift,,,,,256,0.002,0.7505390512697652,"[0.7523957834211787, 0.7486823191183517]",0.7505390512697652,0.0018567321514135204,0.02,15.0,0.0,1.8
549,214.69949388504028,sift,,,,,256,0.25,0.7589841878294202,"[0.7588643986583613, 0.7591039770004792]",0.7589841878294202,0.00011978917105892606,0.02,15.0,0.0,1.8
550,214.71059894561768,sift,,,,,256,1.0,0.7589841878294202,"[0.7588643986583613, 0.7591039770004792]",0.7589841878294202,0.00011978917105892606,0.02,15.0,0.0,1.8
551,215.1035599708557,sift,,,,,256,4.0,0.7591039770004792,"[0.7592237661715381, 0.7589841878294202]",0.7591039770004792,0.00011978917105892606,0.02,15.0,0.0,1.8
552,206.17282891273499,sift,,,,,256,0.002,0.7638955438428365,"[0.7642549113560134, 0.7635361763296598]",0.7638955438428365,0.0003593675131768337,0.02,15.0,600.0,1.2
553,208.33813500404358,sift,,,,,256,0.25,0.7710828941063728,"[0.7701245807379012, 0.7720412074748443]",0.7710828941063728,0.0009583133684715195,0.02,15.0,600.0,1.2
554,208.17927384376526,sift,,,,,256,1.0,0.7708433157642549,"[0.7696454240536655, 0.7720412074748443]",0.7708433157642549,0.0011978917105893716,0.02,15.0,600.0,1.2
555,209.12712788581848,sift,,,,,256,4.0,0.7703042644944897,"[0.7695256348826066, 0.7710828941063728]",0.7703042644944897,0.0007786296118830749,0.02,15.0,600.0,1.2
556,337.54352283477783,sift,,,,,256,0.002,0.7550910397700048,"[0.75563009103977, 0.7545519885002395]",0.7550910397700048,0.0005390512697652228,0.02,15.0,600.0,1.6
557,208.867094039917,sift,,,,,256,0.25,0.763176808816483,"[0.7624580737901294, 0.7638955438428366]",0.763176808816483,0.0007187350263536119,0.02,15.0,600.0,1.6
558,210.3750879764557,sift,,,,,256,1.0,0.7626976521322473,"[0.7620987062769525, 0.7632965979875419]",0.7626976521322473,0.0005989458552946858,0.02,15.0,600.0,1.6
559,20490.17352414131,sift,,,,,256,4.0,0.7628773358888357,"[0.7622184954480115, 0.7635361763296598]",0.7628773358888357,0.0006588404408241488,0.02,15.0,600.0,1.6
560,18448.382675886154,sift,,,,,256,0.002,0.7505390512697652,"[0.7523957834211787, 0.7486823191183517]",0.7505390512697652,0.0018567321514135204,0.02,15.0,600.0,1.8
561,19808.65692591667,sift,,,,,256,0.25,0.7589841878294202,"[0.7588643986583613, 0.7591039770004792]",0.7589841878294202,0.00011978917105892606,0.02,15.0,600.0,1.8
562,14027.672501802444,sift,,,,,256,1.0,0.7589841878294202,"[0.7588643986583613, 0.7591039770004792]",0.7589841878294202,0.00011978917105892606,0.02,15.0,600.0,1.8
563,208.07591891288757,sift,,,,,256,4.0,0.7591039770004792,"[0.7592237661715381, 0.7589841878294202]",0.7591039770004792,0.00011978917105892606,0.02,15.0,600.0,1.8
564,201.37040901184082,sift,,,,,256,0.002,0.7638955438428365,"[0.7642549113560134, 0.7635361763296598]",0.7638955438428365,0.0003593675131768337,0.02,15.0,1000.0,1.2
565,198.94748616218567,sift,,,,,256,0.25,0.7710828941063728,"[0.7701245807379012, 0.7720412074748443]",0.7710828941063728,0.0009583133684715195,0.02,15.0,1000.0,1.2
566,201.30668997764587,sift,,,,,256,1.0,0.7708433157642549,"[0.7696454240536655, 0.7720412074748443]",0.7708433157642549,0.0011978917105893716,0.02,15.0,1000.0,1.2
567,201.97783184051514,sift,,,,,256,4.0,0.7703042644944897,"[0.7695256348826066, 0.7710828941063728]",0.7703042644944897,0.0007786296118830749,0.02,15.0,1000.0,1.2
568,202.66640782356262,sift,,,,,256,0.002,0.7550910397700048,"[0.75563009103977, 0.7545519885002395]",0.7550910397700048,0.0005390512697652228,0.02,15.0,1000.0,1.6
569,368.2665810585022,sift,,,,,256,0.25,0.763176808816483,"[0.7624580737901294, 0.7638955438428366]",0.763176808816483,0.0007187350263536119,0.02,15.0,1000.0,1.6
570,205.1286518573761,sift,,,,,256,1.0,0.7626976521322473,"[0.7620987062769525, 0.7632965979875419]",0.7626976521322473,0.0005989458552946858,0.02,15.0,1000.0,1.6
571,204.2340497970581,sift,,,,,256,4.0,0.7628773358888357,"[0.7622184954480115, 0.7635361763296598]",0.7628773358888357,0.0006588404408241488,0.02,15.0,1000.0,1.6
572,201.07510614395142,sift,,,,,256,0.002,0.7505390512697652,"[0.7523957834211787, 0.7486823191183517]",0.7505390512697652,0.0018567321514135204,0.02,15.0,1000.0,1.8
573,349.0071029663086,sift,,,,,256,0.25,0.7589841878294202,"[0.7588643986583613, 0.7591039770004792]",0.7589841878294202,0.00011978917105892606,0.02,15.0,1000.0,1.8
574,203.6607310771942,sift,,,,,256,1.0,0.7589841878294202,"[0.7588643986583613, 0.7591039770004792]",0.7589841878294202,0.00011978917105892606,0.02,15.0,1000.0,1.8
575,6028.7316353321075,sift,,,,,256,4.0,0.7591039770004792,"[0.7592237661715381, 0.7589841878294202]",0.7591039770004792,0.00011978917105892606,0.02,15.0,1000.0,1.8
576,1875.5418708324432,sift,,,,,256,0.002,0.7438907522759943,"[0.7468854815524677, 0.7408960229995208]",0.7438907522759943,0.002994729276473429,0.04,5.0,0.0,1.2
577,182.77464604377747,sift,,,,,256,0.25,0.7502994729276473,"[0.7528749401054144, 0.7477240057498802]",0.7502994729276473,0.0025754671777671323,0.04,5.0,0.0,1.2
578,197.34007596969604,sift,,,,,256,1.0,0.7501197891710589,"[0.7526353617632966, 0.7476042165788213]",0.7501197891710589,0.0025155725922376693,0.04,5.0,0.0,1.2
579,189.72292113304138,sift,,,,,256,4.0,0.7502395783421179,"[0.7526353617632966, 0.7478437949209391]",0.7502395783421179,0.002395783421178743,0.04,5.0,0.0,1.2
580,192.21779990196228,sift,,,,,256,0.002,0.7258025874460949,"[0.7280785816962146, 0.7235265931959751]",0.7258025874460949,0.0022759942501197616,0.04,5.0,0.0,1.6
581,1407.2713539600372,sift,,,,,256,0.25,0.7314925730713944,"[0.7317920459990417, 0.731193100143747]",0.7314925730713944,0.00029947292764731515,0.04,5.0,0.0,1.6
582,194.64016819000244,sift,,,,,256,1.0,0.731312889314806,"[0.7316722568279828, 0.7309535218016291]",0.731312889314806,0.0003593675131768337,0.04,5.0,0.0,1.6
583,190.51660799980164,sift,,,,,256,4.0,0.7311332055582176,"[0.7315524676569238, 0.7307139434595112]",0.7311332055582176,0.0004192620987062967,0.04,5.0,0.0,1.6
584,192.39481925964355,sift,,,,,256,0.002,0.7237062769525635,"[0.7265213224724485, 0.7208912314326785]",0.7237062769525635,0.0028150455198849844,0.04,5.0,0.0,1.8
585,193.86360812187195,sift,,,,,256,0.25,0.7278390033540968,"[0.7278390033540968, 0.7278390033540968]",0.7278390033540968,0.0,0.04,5.0,0.0,1.8
586,195.11995267868042,sift,,,,,256,1.0,0.7275994250119789,"[0.7279587925251557, 0.7272400574988022]",0.7275994250119789,0.0003593675131767782,0.04,5.0,0.0,1.8
587,196.2044050693512,sift,,,,,256,4.0,0.7277192141830379,"[0.7280785816962146, 0.7273598466698611]",0.7277192141830379,0.0003593675131767782,0.04,5.0,0.0,1.8
588,188.0307960510254,sift,,,,,256,0.002,0.7438907522759943,"[0.7468854815524677, 0.7408960229995208]",0.7438907522759943,0.002994729276473429,0.04,5.0,600.0,1.2
589,190.38776206970215,sift,,,,,256,0.25,0.7502994729276473,"[0.7528749401054144, 0.7477240057498802]",0.7502994729276473,0.0025754671777671323,0.04,5.0,600.0,1.2
590,188.94429516792297,sift,,,,,256,1.0,0.7501197891710589,"[0.7526353617632966, 0.7476042165788213]",0.7501197891710589,0.0025155725922376693,0.04,5.0,600.0,1.2
591,191.7032299041748,sift,,,,,256,4.0,0.7502395783421179,"[0.7526353617632966, 0.7478437949209391]",0.7502395783421179,0.002395783421178743,0.04,5.0,600.0,1.2
592,192.37145495414734,sift,,,,,256,0.002,0.7258025874460949,"[0.7280785816962146, 0.7235265931959751]",0.7258025874460949,0.0022759942501197616,0.04,5.0,600.0,1.6
593,192.21504473686218,sift,,,,,256,0.25,0.7314925730713944,"[0.7317920459990417, 0.731193100143747]",0.7314925730713944,0.00029947292764731515,0.04,5.0,600.0,1.6
594,191.30765008926392,sift,,,,,256,1.0,0.731312889314806,"[0.7316722568279828, 0.7309535218016291]",0.731312889314806,0.0003593675131768337,0.04,5.0,600.0,1.6
595,189.43247890472412,sift,,,,,256,4.0,0.7311332055582176,"[0.7315524676569238, 0.7307139434595112]",0.7311332055582176,0.0004192620987062967,0.04,5.0,600.0,1.6
596,190.3320770263672,sift,,,,,256,0.002,0.7237062769525635,"[0.7265213224724485, 0.7208912314326785]",0.7237062769525635,0.0028150455198849844,0.04,5.0,600.0,1.8
597,196.03912591934204,sift,,,,,256,0.25,0.7278390033540968,"[0.7278390033540968, 0.7278390033540968]",0.7278390033540968,0.0,0.04,5.0,600.0,1.8
598,196.11223196983337,sift,,,,,256,1.0,0.7275994250119789,"[0.7279587925251557, 0.7272400574988022]",0.7275994250119789,0.0003593675131767782,0.04,5.0,600.0,1.8
599,197.53434300422668,sift,,,,,256,4.0,0.7277192141830379,"[0.7280785816962146, 0.7273598466698611]",0.7277192141830379,0.0003593675131767782,0.04,5.0,600.0,1.8
600,185.64008903503418,sift,,,,,256,0.002,0.7438907522759943,"[0.7468854815524677, 0.7408960229995208]",0.7438907522759943,0.002994729276473429,0.04,5.0,1000.0,1.2
601,545.0092589855194,sift,,,,,256,0.25,0.7502994729276473,"[0.7528749401054144, 0.7477240057498802]",0.7502994729276473,0.0025754671777671323,0.04,5.0,1000.0,1.2
602,8505.842563867569,sift,,,,,256,1.0,0.7501197891710589,"[0.7526353617632966, 0.7476042165788213]",0.7501197891710589,0.0025155725922376693,0.04,5.0,1000.0,1.2
